Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,EventName
0 days 01:51:54.317000,HUL,27,0 days 00:01:33.185000,22.0,4.0,,,0 days 00:00:33.304000,0 days 00:00:19.367000,0 days 00:00:40.514000,0 days 01:50:54.421000,0 days 01:51:13.788000,0 days 01:51:54.302000,257.0,299.0,281.0,282.0,True,INTERMEDIATE,22.0,False,Kick Sauber,0 days 01:50:21.132000,2025-03-16 04:57:43.751,1,13.0,False,,False,True,Australian Grand Prix
0 days 01:53:27.082000,HUL,27,0 days 00:01:32.765000,23.0,4.0,,,0 days 00:00:32.799000,0 days 00:00:19.247000,0 days 00:00:40.719000,0 days 01:52:27.101000,0 days 01:52:46.348000,0 days 01:53:27.067000,260.0,297.0,279.0,289.0,True,INTERMEDIATE,23.0,False,Kick Sauber,0 days 01:51:54.317000,2025-03-16 04:59:16.936,1,13.0,False,,False,True,Australian Grand Prix
0 days 01:54:59.551000,HUL,27,0 days 00:01:32.469000,24.0,4.0,,,0 days 00:00:32.825000,0 days 00:00:19.345000,0 days 00:00:40.299000,0 days 01:53:59.892000,0 days 01:54:19.237000,0 days 01:54:59.536000,261.0,297.0,281.0,288.0,True,INTERMEDIATE,24.0,False,Kick Sauber,0 days 01:53:27.082000,2025-03-16 05:00:49.701,1,13.0,False,,False,True,Australian Grand Prix
0 days 01:56:31.526000,HUL,27,0 days 00:01:31.975000,25.0,4.0,,,0 days 00:00:32.628000,0 days 00:00:19.271000,0 days 00:00:40.076000,0 days 01:55:32.164000,0 days 01:55:51.435000,0 days 01:56:31.511000,,294.0,280.0,289.0,True,INTERMEDIATE,25.0,False,Kick Sauber,0 days 01:54:59.551000,2025-03-16 05:02:22.170,1,13.0,False,,False,True,Australian Grand Prix
0 days 01:58:03.336000,HUL,27,0 days 00:01:31.810000,26.0,4.0,,,0 days 00:00:32.653000,0 days 00:00:19.338000,0 days 00:00:39.819000,0 days 01:57:04.164000,0 days 01:57:23.502000,0 days 01:58:03.321000,262.0,301.0,280.0,291.0,True,INTERMEDIATE,26.0,False,Kick Sauber,0 days 01:56:31.526000,2025-03-16 05:03:54.145,1,13.0,False,,False,True,Australian Grand Prix
0 days 01:59:34.454000,HUL,27,0 days 00:01:31.118000,27.0,4.0,,,0 days 00:00:32.379000,0 days 00:00:19.173000,0 days 00:00:39.566000,0 days 01:58:35.700000,0 days 01:58:54.873000,0 days 01:59:34.439000,263.0,301.0,281.0,,True,INTERMEDIATE,27.0,False,Kick Sauber,0 days 01:58:03.336000,2025-03-16 05:05:25.955,1,13.0,False,,False,True,Australian Grand Prix
0 days 02:01:05.255000,HUL,27,0 days 00:01:30.801000,28.0,4.0,,,0 days 00:00:32.247000,0 days 00:00:19.196000,0 days 00:00:39.358000,0 days 02:00:06.686000,0 days 02:00:25.882000,0 days 02:01:05.240000,260.0,297.0,281.0,289.0,True,INTERMEDIATE,28.0,False,Kick Sauber,0 days 01:59:34.454000,2025-03-16 05:06:57.073,1,13.0,False,,False,True,Australian Grand Prix
0 days 02:02:35.633000,HUL,27,0 days 00:01:30.378000,29.0,4.0,,,0 days 00:00:32.112000,0 days 00:00:19.125000,0 days 00:00:39.141000,0 days 02:01:37.352000,0 days 02:01:56.477000,0 days 02:02:35.618000,262.0,297.0,282.0,290.0,True,INTERMEDIATE,29.0,False,Kick Sauber,0 days 02:01:05.255000,2025-03-16 05:08:27.874,1,13.0,False,,False,True,Australian Grand Prix
0 days 02:04:06.324000,HUL,27,0 days 00:01:30.691000,30.0,4.0,,,0 days 00:00:32.048000,0 days 00:00:19.285000,0 days 00:00:39.358000,0 days 02:03:07.666000,0 days 02:03:26.951000,0 days 02:04:06.309000,,296.0,281.0,289.0,False,INTERMEDIATE,30.0,False,Kick Sauber,0 days 02:02:35.633000,2025-03-16 05:09:58.252,1,13.0,False,,False,True,Australian Grand Prix
0 days 02:05:36.395000,HUL,27,0 days 00:01:30.071000,31.0,4.0,,,0 days 00:00:31.864000,0 days 00:00:19.060000,0 days 00:00:39.147000,0 days 02:04:38.173000,0 days 02:04:57.233000,0 days 02:05:36.380000,264.0,297.0,281.0,290.0,True,INTERMEDIATE,31.0,False,Kick Sauber,0 days 02:04:06.324000,2025-03-16 05:11:28.943,1,13.0,False,,False,True,Australian Grand Prix
0 days 02:07:06.504000,HUL,27,0 days 00:01:30.109000,32.0,4.0,,,0 days 00:00:32.056000,0 days 00:00:19.242000,0 days 00:00:38.811000,0 days 02:06:08.436000,0 days 02:06:27.678000,0 days 02:07:06.489000,263.0,299.0,282.0,289.0,False,INTERMEDIATE,32.0,False,Kick Sauber,0 days 02:05:36.395000,2025-03-16 05:12:59.014,1,13.0,False,,False,True,Australian Grand Prix
0 days 02:09:12.147000,HUL,27,0 days 00:02:05.643000,33.0,4.0,,0 days 02:08:53.146000,0 days 00:00:31.748000,0 days 00:00:27.040000,0 days 00:01:06.855000,0 days 02:07:38.237000,0 days 02:08:05.277000,0 days 02:09:12.132000,262.0,265.0,,291.0,False,INTERMEDIATE,33.0,False,Kick Sauber,0 days 02:07:06.504000,2025-03-16 05:14:29.123,124,12.0,False,,False,False,Australian Grand Prix
0 days 02:11:16.694000,HUL,27,0 days 00:02:04.547000,34.0,5.0,0 days 02:09:14.269000,,0 days 00:00:47.723000,0 days 00:00:29.614000,0 days 00:00:47.210000,0 days 02:09:59.855000,0 days 02:10:29.469000,0 days 02:11:16.679000,165.0,270.0,248.0,160.0,False,MEDIUM,1.0,True,Kick Sauber,0 days 02:09:12.147000,2025-03-16 05:16:34.766,4,12.0,False,,False,False,Australian Grand Prix
0 days 02:13:00.432000,HUL,27,0 days 00:01:43.738000,35.0,5.0,,,0 days 00:00:36.092000,0 days 00:00:26.746000,0 days 00:00:40.900000,0 days 02:11:52.771000,0 days 02:12:19.517000,0 days 02:13:00.417000,243.0,289.0,279.0,229.0,False,MEDIUM,2.0,True,Kick Sauber,0 days 02:11:16.694000,2025-03-16 05:18:39.313,4,12.0,False,,False,False,Australian Grand Prix
0 days 02:14:39.700000,HUL,27,0 days 00:01:39.268000,36.0,5.0,,,0 days 00:00:32.729000,0 days 00:00:27.808000,0 days 00:00:38.731000,0 days 02:13:33.146000,0 days 02:14:00.954000,0 days 02:14:39.685000,263.0,295.0,283.0,276.0,False,MEDIUM,3.0,True,Kick Sauber,0 days 02:13:00.432000,2025-03-16 05:20:23.051,4,12.0,False,,False,False,Australian Grand Prix
0 days 02:16:39.719000,HUL,27,0 days 00:02:00.019000,37.0,5.0,,,0 days 00:00:31.433000,0 days 00:00:28.144000,0 days 00:01:00.442000,0 days 02:15:11.118000,0 days 02:15:39.262000,0 days 02:16:39.704000,262.0,297.0,201.0,284.0,False,MEDIUM,4.0,True,Kick Sauber,0 days 02:14:39.700000,2025-03-16 05:22:02.319,4,12.0,False,,False,False,Australian Grand Prix
0 days 02:18:59.690000,HUL,27,0 days 00:02:19.971000,38.0,5.0,,,0 days 00:00:38.060000,0 days 00:00:38.725000,0 days 00:01:03.186000,0 days 02:17:17.764000,0 days 02:17:56.489000,0 days 02:18:59.675000,129.0,233.0,238.0,242.0,False,MEDIUM,5.0,True,Kick Sauber,0 days 02:16:39.719000,2025-03-16 05:24:02.338,4,12.0,False,,False,False,Australian Grand Prix
0 days 02:21:11.404000,HUL,27,0 days 00:02:11.714000,39.0,5.0,,,0 days 00:00:38.204000,0 days 00:00:34.474000,0 days 00:00:59.036000,0 days 02:19:37.879000,0 days 02:20:12.353000,0 days 02:21:11.389000,91.0,119.0,245.0,257.0,False,MEDIUM,6.0,True,Kick Sauber,0 days 02:18:59.690000,2025-03-16 05:26:22.309,4,12.0,False,,False,False,Australian Grand Prix
0 days 02:23:21.428000,HUL,27,0 days 00:02:10.024000,40.0,5.0,,,0 days 00:00:38.773000,0 days 00:00:35.573000,0 days 00:00:55.678000,0 days 02:21:50.162000,0 days 02:22:25.735000,0 days 02:23:21.413000,196.0,171.0,252.0,273.0,False,MEDIUM,7.0,True,Kick Sauber,0 days 02:21:11.404000,2025-03-16 05:28:34.023,4,12.0,False,,False,False,Australian Grand Prix
0 days 02:25:24.956000,HUL,27,0 days 00:02:03.528000,41.0,5.0,,,0 days 00:00:43.382000,0 days 00:00:27.686000,0 days 00:00:52.460000,0 days 02:24:04.795000,0 days 02:24:32.481000,0 days 02:25:24.941000,121.0,147.0,287.0,262.0,False,MEDIUM,8.0,True,Kick Sauber,0 days 02:23:21.428000,2025-03-16 05:30:44.047,41,12.0,False,,False,False,Australian Grand Prix
0 days 02:26:52.428000,HUL,27,0 days 00:01:27.472000,42.0,5.0,,,0 days 00:00:31.081000,0 days 00:00:19.257000,0 days 00:00:37.134000,0 days 02:25:56.022000,0 days 02:26:15.279000,0 days 02:26:52.413000,268.0,302.0,291.0,277.0,True,MEDIUM,9.0,True,Kick Sauber,0 days 02:25:24.956000,2025-03-16 05:32:47.575,1,12.0,False,,False,True,Australian Grand Prix
0 days 02:28:17.671000,HUL,27,0 days 00:01:25.243000,43.0,5.0,,,0 days 00:00:30.039000,0 days 00:00:18.732000,0 days 00:00:36.472000,0 days 02:27:22.452000,0 days 02:27:41.184000,0 days 02:28:17.656000,266.0,300.0,294.0,296.0,True,MEDIUM,10.0,True,Kick Sauber,0 days 02:26:52.428000,2025-03-16 05:34:15.047,1,12.0,False,,False,True,Australian Grand Prix
0 days 02:30:04.367000,HUL,27,0 days 00:01:46.696000,44.0,5.0,,0 days 02:29:46.305000,0 days 00:00:30.497000,0 days 00:00:18.959000,0 days 00:00:57.240000,0 days 02:28:48.153000,0 days 02:29:07.112000,0 days 02:30:04.352000,259.0,290.0,,293.0,False,MEDIUM,11.0,True,Kick Sauber,0 days 02:28:17.671000,2025-03-16 05:35:40.290,12,12.0,False,,False,False,Australian Grand Prix
0 days 02:31:41.504000,HUL,27,0 days 00:01:37.137000,45.0,6.0,0 days 02:30:06.468000,,0 days 00:00:37.709000,0 days 00:00:19.258000,0 days 00:00:40.170000,0 days 02:30:42.061000,0 days 02:31:01.319000,0 days 02:31:41.489000,265.0,291.0,287.0,211.0,False,INTERMEDIATE,1.0,True,Kick Sauber,0 days 02:30:04.367000,2025-03-16 05:37:26.986,21,12.0,False,,False,False,Australian Grand Prix
0 days 02:33:12.714000,HUL,27,0 days 00:01:31.210000,46.0,6.0,,,0 days 00:00:31.335000,0 days 00:00:19.143000,0 days 00:00:40.732000,0 days 02:32:12.824000,0 days 02:32:31.967000,0 days 02:33:12.699000,267.0,300.0,287.0,294.0,False,INTERMEDIATE,2.0,True,Kick Sauber,0 days 02:31:41.504000,2025-03-16 05:39:04.123,1,12.0,False,,False,True,Australian Grand Prix
0 days 02:35:17.893000,HUL,27,0 days 00:02:05.179000,47.0,6.0,,,0 days 00:00:38.914000,0 days 00:00:29.037000,0 days 00:00:57.228000,0 days 02:33:51.613000,0 days 02:34:20.650000,0 days 02:35:17.878000,87.0,176.0,275.0,252.0,False,INTERMEDIATE,3.0,True,Kick Sauber,0 days 02:33:12.714000,2025-03-16 05:40:35.333,124,7.0,False,,False,False,Australian Grand Prix
0 days 02:37:17.968000,HUL,27,0 days 00:02:00.075000,48.0,6.0,,,0 days 00:00:41.960000,0 days 00:00:21.517000,0 days 00:00:56.598000,0 days 02:35:59.838000,0 days 02:36:21.355000,0 days 02:37:17.953000,248.0,285.0,213.0,167.0,False,INTERMEDIATE,4.0,True,Kick Sauber,0 days 02:35:17.893000,2025-03-16 05:42:40.512,4,7.0,False,,False,False,Australian Grand Prix
0 days 02:39:42.772000,HUL,27,0 days 00:02:24.804000,49.0,6.0,,,0 days 00:00:50.498000,0 days 00:00:32.115000,0 days 00:01:02.191000,0 days 02:38:08.451000,0 days 02:38:40.566000,0 days 02:39:42.757000,161.0,111.0,233.0,140.0,False,INTERMEDIATE,5.0,True,Kick Sauber,0 days 02:37:17.968000,2025-03-16 05:44:40.587,4,7.0,False,,False,False,Australian Grand Prix
0 days 02:42:02.216000,HUL,27,0 days 00:02:19.444000,50.0,6.0,,,0 days 00:00:51.223000,0 days 00:00:30.682000,0 days 00:00:57.539000,0 days 02:40:33.980000,0 days 02:41:04.662000,0 days 02:42:02.201000,87.0,177.0,246.0,130.0,False,INTERMEDIATE,6.0,True,Kick Sauber,0 days 02:39:42.772000,2025-03-16 05:47:05.391,4,7.0,False,,False,False,Australian Grand Prix
0 days 02:44:14.933000,HUL,27,0 days 00:02:12.717000,51.0,6.0,,,0 days 00:00:46.370000,0 days 00:00:29.224000,0 days 00:00:57.123000,0 days 02:42:48.571000,0 days 02:43:17.795000,0 days 02:44:14.918000,185.0,202.0,277.0,175.0,False,INTERMEDIATE,7.0,True,Kick Sauber,0 days 02:42:02.216000,2025-03-16 05:49:24.835,41,6.0,False,,False,False,Australian Grand Prix
0 days 02:45:50.868000,HUL,27,0 days 00:01:35.935000,52.0,6.0,,,0 days 00:00:35.346000,0 days 00:00:19.500000,0 days 00:00:41.089000,0 days 02:44:50.264000,0 days 02:45:09.764000,0 days 02:45:50.853000,265.0,301.0,287.0,236.0,False,INTERMEDIATE,8.0,True,Kick Sauber,0 days 02:44:14.933000,2025-03-16 05:51:37.552,1,7.0,False,,False,True,Australian Grand Prix
0 days 02:47:22.683000,HUL,27,0 days 00:01:31.815000,53.0,6.0,,,0 days 00:00:32.726000,0 days 00:00:19.124000,0 days 00:00:39.965000,0 days 02:46:23.579000,0 days 02:46:42.703000,0 days 02:47:22.668000,266.0,298.0,287.0,275.0,False,INTERMEDIATE,9.0,True,Kick Sauber,0 days 02:45:50.868000,2025-03-16 05:53:13.487,1,7.0,False,,False,True,Australian Grand Prix
0 days 02:48:53.677000,HUL,27,0 days 00:01:30.994000,54.0,6.0,,,0 days 00:00:32.446000,0 days 00:00:19.070000,0 days 00:00:39.478000,0 days 02:47:55.114000,0 days 02:48:14.184000,0 days 02:48:53.662000,264.0,291.0,288.0,284.0,False,INTERMEDIATE,10.0,True,Kick Sauber,0 days 02:47:22.683000,2025-03-16 05:54:45.302,1,7.0,False,,False,True,Australian Grand Prix
0 days 02:50:24.114000,HUL,27,0 days 00:01:30.437000,55.0,6.0,,,0 days 00:00:31.527000,0 days 00:00:18.830000,0 days 00:00:40.080000,0 days 02:49:25.189000,0 days 02:49:44.019000,0 days 02:50:24.099000,266.0,301.0,288.0,291.0,False,INTERMEDIATE,11.0,True,Kick Sauber,0 days 02:48:53.677000,2025-03-16 05:56:16.296,1,7.0,False,,False,True,Australian Grand Prix
0 days 02:51:54.474000,HUL,27,0 days 00:01:30.360000,56.0,6.0,,,0 days 00:00:31.692000,0 days 00:00:18.902000,0 days 00:00:39.766000,0 days 02:50:55.791000,0 days 02:51:14.693000,0 days 02:51:54.459000,269.0,297.0,287.0,289.0,False,INTERMEDIATE,12.0,True,Kick Sauber,0 days 02:50:24.114000,2025-03-16 05:57:46.733,1,7.0,False,,False,True,Australian Grand Prix
0 days 02:53:25.334000,HUL,27,0 days 00:01:30.860000,57.0,6.0,,,0 days 00:00:31.739000,0 days 00:00:19.048000,0 days 00:00:40.073000,0 days 02:52:26.198000,0 days 02:52:45.246000,0 days 02:53:25.319000,,301.0,282.0,290.0,False,INTERMEDIATE,13.0,True,Kick Sauber,0 days 02:51:54.474000,2025-03-16 05:59:17.093,1,7.0,False,,False,True,Australian Grand Prix
0 days 01:13:29.480000,LAW,30,0 days 00:02:28.795000,1.0,3.0,0 days 01:11:10.858000,,,0 days 00:00:30.971000,0 days 00:01:04.122000,,0 days 01:12:25.489000,0 days 01:13:29.501000,212.0,130.0,189.0,188.0,False,INTERMEDIATE,1.0,False,Red Bull Racing,0 days 01:11:00.355000,2025-03-16 04:18:22.974,124,19.0,False,,False,False,Australian Grand Prix
0 days 01:16:18.895000,LAW,30,,2.0,3.0,,0 days 01:16:07.402000,0 days 00:00:55.833000,0 days 00:00:30.350000,0 days 00:01:23.116000,0 days 01:14:25.512000,0 days 01:14:55.812000,0 days 01:16:18.916000,60.0,165.0,,163.0,False,INTERMEDIATE,2.0,False,Red Bull Racing,0 days 01:13:29.480000,2025-03-16 04:20:52.099,4,16.0,False,,False,False,Australian Grand Prix
0 days 01:19:04.218000,LAW,30,,3.0,4.0,0 days 01:16:22.171000,0 days 01:18:50.242000,0 days 00:00:50.966000,0 days 00:00:32.077000,0 days 00:01:22.298000,0 days 01:17:09.864000,0 days 01:17:41.947000,0 days 01:19:04.271000,168.0,162.0,,169.0,False,INTERMEDIATE,3.0,False,Red Bull Racing,0 days 01:16:18.895000,2025-03-16 04:23:41.514,4,16.0,False,,False,False,Australian Grand Prix
0 days 01:21:44.448000,LAW,30,,4.0,5.0,0 days 01:19:06.403000,0 days 01:21:27.905000,0 days 00:00:50.211000,0 days 00:00:29.835000,0 days 00:01:20.347000,0 days 01:19:54.432000,0 days 01:20:24.330000,0 days 01:21:44.535000,90.0,151.0,,175.0,False,INTERMEDIATE,4.0,False,Red Bull Racing,0 days 01:19:04.218000,2025-03-16 04:26:26.837,4,16.0,False,,False,False,Australian Grand Prix
0 days 01:23:55.741000,LAW,30,0 days 00:02:11.293000,5.0,6.0,0 days 01:21:46.674000,,0 days 00:00:49.874000,0 days 00:00:23.666000,0 days 00:00:57.753000,0 days 01:22:34.343000,0 days 01:22:58.009000,0 days 01:23:55.762000,102.0,272.0,143.0,148.0,False,INTERMEDIATE,1.0,True,Red Bull Racing,0 days 01:21:44.448000,2025-03-16 04:29:07.067,4,16.0,False,,False,False,Australian Grand Prix
0 days 01:26:17.350000,LAW,30,0 days 00:02:21.609000,6.0,6.0,,,0 days 00:00:41.250000,0 days 00:00:36.661000,0 days 00:01:03.698000,0 days 01:24:37.012000,0 days 01:25:13.673000,0 days 01:26:17.371000,192.0,198.0,204.0,185.0,True,INTERMEDIATE,2.0,True,Red Bull Racing,0 days 01:23:55.741000,2025-03-16 04:31:18.360,4,16.0,False,,False,False,Australian Grand Prix
0 days 01:28:19.566000,LAW,30,0 days 00:02:02.216000,7.0,6.0,,,0 days 00:00:40.083000,0 days 00:00:30.379000,0 days 00:00:51.754000,0 days 01:26:57.454000,0 days 01:27:27.833000,0 days 01:28:19.587000,162.0,274.0,273.0,196.0,True,INTERMEDIATE,3.0,True,Red Bull Racing,0 days 01:26:17.350000,2025-03-16 04:33:39.969,41,16.0,False,,False,False,Australian Grand Prix
0 days 01:30:00.148000,LAW,30,0 days 00:01:40.582000,8.0,6.0,,,0 days 00:00:36.302000,0 days 00:00:20.823000,0 days 00:00:43.457000,0 days 01:28:55.889000,0 days 01:29:16.712000,0 days 01:30:00.169000,249.0,298.0,276.0,230.0,True,INTERMEDIATE,4.0,True,Red Bull Racing,0 days 01:28:19.566000,2025-03-16 04:35:42.185,1,16.0,False,,False,True,Australian Grand Prix
0 days 01:31:38.587000,LAW,30,0 days 00:01:38.439000,9.0,6.0,,,0 days 00:00:35.232000,0 days 00:00:20.720000,0 days 00:00:42.487000,0 days 01:30:35.401000,0 days 01:30:56.121000,0 days 01:31:38.608000,256.0,298.0,277.0,235.0,True,INTERMEDIATE,5.0,True,Red Bull Racing,0 days 01:30:00.148000,2025-03-16 04:37:22.767,1,16.0,False,,False,True,Australian Grand Prix
0 days 01:33:15.201000,LAW,30,0 days 00:01:36.614000,10.0,6.0,,,0 days 00:00:34.497000,0 days 00:00:20.047000,0 days 00:00:42.070000,0 days 01:32:13.105000,0 days 01:32:33.152000,0 days 01:33:15.222000,258.0,298.0,277.0,276.0,True,INTERMEDIATE,6.0,True,Red Bull Racing,0 days 01:31:38.587000,2025-03-16 04:39:01.206,1,16.0,False,,False,True,Australian Grand Prix
0 days 01:34:50.375000,LAW,30,0 days 00:01:35.174000,11.0,6.0,,,0 days 00:00:33.498000,0 days 00:00:20.106000,0 days 00:00:41.570000,0 days 01:33:48.720000,0 days 01:34:08.826000,0 days 01:34:50.396000,262.0,301.0,280.0,269.0,True,INTERMEDIATE,7.0,True,Red Bull Racing,0 days 01:33:15.201000,2025-03-16 04:40:37.820,1,16.0,False,,False,True,Australian Grand Prix
0 days 01:36:24.439000,LAW,30,0 days 00:01:34.064000,12.0,6.0,,,0 days 00:00:33.347000,0 days 00:00:19.571000,0 days 00:00:41.146000,0 days 01:35:23.743000,0 days 01:35:43.314000,0 days 01:36:24.460000,261.0,320.0,291.0,261.0,True,INTERMEDIATE,8.0,True,Red Bull Racing,0 days 01:34:50.375000,2025-03-16 04:42:12.994,1,16.0,False,,False,True,Australian Grand Prix
0 days 01:37:58.755000,LAW,30,0 days 00:01:34.316000,13.0,6.0,,,0 days 00:00:33.359000,0 days 00:00:19.473000,0 days 00:00:41.484000,0 days 01:36:57.819000,0 days 01:37:17.292000,0 days 01:37:58.776000,263.0,322.0,280.0,276.0,False,INTERMEDIATE,9.0,True,Red Bull Racing,0 days 01:36:24.439000,2025-03-16 04:43:47.058,1,16.0,False,,False,True,Australian Grand Prix
0 days 01:39:32.372000,LAW,30,0 days 00:01:33.617000,14.0,6.0,,,0 days 00:00:33.356000,0 days 00:00:19.690000,0 days 00:00:40.571000,0 days 01:38:32.132000,0 days 01:38:51.822000,0 days 01:39:32.393000,,300.0,281.0,258.0,True,INTERMEDIATE,10.0,True,Red Bull Racing,0 days 01:37:58.755000,2025-03-16 04:45:21.374,1,16.0,False,,False,True,Australian Grand Prix
0 days 01:41:05.874000,LAW,30,0 days 00:01:33.502000,15.0,6.0,,,0 days 00:00:33.265000,0 days 00:00:19.495000,0 days 00:00:40.742000,0 days 01:40:05.658000,0 days 01:40:25.153000,0 days 01:41:05.895000,264.0,302.0,280.0,,True,INTERMEDIATE,11.0,True,Red Bull Racing,0 days 01:39:32.372000,2025-03-16 04:46:54.991,1,16.0,False,,False,True,Australian Grand Prix
0 days 01:42:39.789000,LAW,30,0 days 00:01:33.915000,16.0,6.0,,,0 days 00:00:33.178000,0 days 00:00:19.237000,0 days 00:00:41.500000,0 days 01:41:39.073000,0 days 01:41:58.310000,0 days 01:42:39.810000,,319.0,279.0,262.0,False,INTERMEDIATE,12.0,True,Red Bull Racing,0 days 01:41:05.874000,2025-03-16 04:48:28.493,1,16.0,False,,False,True,Australian Grand Prix
0 days 01:44:14.364000,LAW,30,0 days 00:01:34.575000,17.0,6.0,,,0 days 00:00:33.857000,0 days 00:00:19.442000,0 days 00:00:41.276000,0 days 01:43:13.667000,0 days 01:43:33.109000,0 days 01:44:14.385000,263.0,302.0,279.0,266.0,False,INTERMEDIATE,13.0,True,Red Bull Racing,0 days 01:42:39.789000,2025-03-16 04:50:02.408,1,16.0,False,,False,True,Australian Grand Prix
0 days 01:45:49.366000,LAW,30,0 days 00:01:35.002000,18.0,6.0,,,0 days 00:00:33.297000,0 days 00:00:19.167000,0 days 00:00:42.538000,0 days 01:44:47.682000,0 days 01:45:06.849000,0 days 01:45:49.387000,,315.0,289.0,272.0,False,INTERMEDIATE,14.0,True,Red Bull Racing,0 days 01:44:14.364000,2025-03-16 04:51:36.983,1,16.0,False,,False,True,Australian Grand Prix
0 days 01:47:24.061000,LAW,30,0 days 00:01:34.695000,19.0,6.0,,,0 days 00:00:33.159000,0 days 00:00:19.007000,0 days 00:00:42.529000,0 days 01:46:22.546000,0 days 01:46:41.553000,0 days 01:47:24.082000,265.0,322.0,279.0,260.0,False,INTERMEDIATE,15.0,True,Red Bull Racing,0 days 01:45:49.366000,2025-03-16 04:53:11.985,1,15.0,False,,False,True,Australian Grand Prix
0 days 01:48:57.558000,LAW,30,0 days 00:01:33.497000,20.0,6.0,,,0 days 00:00:33.285000,0 days 00:00:19.399000,0 days 00:00:40.813000,0 days 01:47:57.367000,0 days 01:48:16.766000,0 days 01:48:57.579000,,297.0,277.0,283.0,True,INTERMEDIATE,16.0,True,Red Bull Racing,0 days 01:47:24.061000,2025-03-16 04:54:46.680,1,15.0,False,,False,True,Australian Grand Prix
0 days 01:50:30.441000,LAW,30,0 days 00:01:32.883000,21.0,6.0,,,0 days 00:00:32.994000,0 days 00:00:19.257000,0 days 00:00:40.632000,0 days 01:49:30.573000,0 days 01:49:49.830000,0 days 01:50:30.462000,,298.0,279.0,267.0,True,INTERMEDIATE,17.0,True,Red Bull Racing,0 days 01:48:57.558000,2025-03-16 04:56:20.177,1,15.0,False,,False,True,Australian Grand Prix
0 days 01:52:02.521000,LAW,30,0 days 00:01:32.080000,22.0,6.0,,,0 days 00:00:32.584000,0 days 00:00:19.345000,0 days 00:00:40.151000,0 days 01:51:03.046000,0 days 01:51:22.391000,0 days 01:52:02.542000,,298.0,277.0,274.0,True,INTERMEDIATE,18.0,True,Red Bull Racing,0 days 01:50:30.441000,2025-03-16 04:57:53.060,1,15.0,False,,False,True,Australian Grand Prix
0 days 01:53:35.143000,LAW,30,0 days 00:01:32.622000,23.0,6.0,,,0 days 00:00:32.984000,0 days 00:00:19.307000,0 days 00:00:40.331000,0 days 01:52:35.526000,0 days 01:52:54.833000,0 days 01:53:35.164000,264.0,298.0,279.0,267.0,False,INTERMEDIATE,19.0,True,Red Bull Racing,0 days 01:52:02.521000,2025-03-16 04:59:25.140,1,15.0,False,,False,True,Australian Grand Prix
0 days 01:55:07.298000,LAW,30,0 days 00:01:32.155000,24.0,6.0,,,0 days 00:00:32.524000,0 days 00:00:19.394000,0 days 00:00:40.237000,0 days 01:54:07.688000,0 days 01:54:27.082000,0 days 01:55:07.319000,266.0,299.0,279.0,279.0,False,INTERMEDIATE,20.0,True,Red Bull Racing,0 days 01:53:35.143000,2025-03-16 05:00:57.762,1,15.0,False,,False,True,Australian Grand Prix
0 days 01:56:39.257000,LAW,30,0 days 00:01:31.959000,25.0,6.0,,,0 days 00:00:32.698000,0 days 00:00:19.163000,0 days 00:00:40.098000,0 days 01:55:40.017000,0 days 01:55:59.180000,0 days 01:56:39.278000,267.0,298.0,280.0,285.0,True,INTERMEDIATE,21.0,True,Red Bull Racing,0 days 01:55:07.298000,2025-03-16 05:02:29.917,1,15.0,False,,False,True,Australian Grand Prix
0 days 01:58:10.386000,LAW,30,0 days 00:01:31.129000,26.0,6.0,,,0 days 00:00:32.146000,0 days 00:00:19.066000,0 days 00:00:39.917000,0 days 01:57:11.424000,0 days 01:57:30.490000,0 days 01:58:10.407000,269.0,301.0,280.0,279.0,True,INTERMEDIATE,22.0,True,Red Bull Racing,0 days 01:56:39.257000,2025-03-16 05:04:01.876,1,15.0,False,,False,True,Australian Grand Prix
0 days 01:59:41.480000,LAW,30,0 days 00:01:31.094000,27.0,6.0,,,0 days 00:00:32.249000,0 days 00:00:19.096000,0 days 00:00:39.749000,0 days 01:58:42.656000,0 days 01:59:01.752000,0 days 01:59:41.501000,268.0,300.0,281.0,276.0,True,INTERMEDIATE,23.0,True,Red Bull Racing,0 days 01:58:10.386000,2025-03-16 05:05:33.005,1,15.0,False,,False,True,Australian Grand Prix
0 days 02:01:12.564000,LAW,30,0 days 00:01:31.084000,28.0,6.0,,,0 days 00:00:31.836000,0 days 00:00:19.568000,0 days 00:00:39.680000,0 days 02:00:13.337000,0 days 02:00:32.905000,0 days 02:01:12.585000,271.0,298.0,279.0,277.0,False,INTERMEDIATE,24.0,True,Red Bull Racing,0 days 01:59:41.480000,2025-03-16 05:07:04.099,1,15.0,True,TRACK LIMITS AT TURN 6 LAP 28 ,False,True,Australian Grand Prix
